line,station_name,longitude,latitude,gu_name,dong_name,full_name
경의선,중랑,37.594917,127.076116,중랑구,중화2동,서울특별시 중랑구 중화2동
경의선,상봉,37.596362,127.085032,중랑구,상봉1동,서울특별시 중랑구 상봉1동
경의선,망우,37.59955,127.091909,중랑구,상봉1동,서울특별시 중랑구 상봉1동
경의선,양원,37.606596,127.107906,중랑구,망우본동,서울특별시 중랑구 망우본동
경의선,응봉,37.549946,127.034538,성동구,응봉동,서울특별시 성동구 응봉동
경의선,서울,37.554648,126.972559,중구,회현동,서울특별시 중구 회현동
경의선,신촌,37.555134,126.936893,서대문구,신촌동,서울특별시 서대문구 신촌동
경의선,효창공원앞,37.539261,126.961351,용산구,효창동,서울특별시 용산구 효창동
경의선,공덕,37.544018,126.951592,마포구,공덕동,서울특별시 마포구 공덕동
경의선,홍대입구,37.557192,126.925381,마포구,서교동,서울특별시 마포구 서교동
경의선,수색,37.580842,126.895611,은평구,수색동,서울특별시 은평구 수색동
경의선,서강대,37.551881,126.935711,마포구,대흥동,서울특별시 마포구 대흥동
경의선,디지털미디어시티,37.576646,126.900984,마포구,상암동,서울특별시 마포구 상암동
경의선,한남,37.52943,127.009169,용산구,한남동,서울특별시 용산구 한남동
경의선,용산,37.529849,126.964561,용산구,한강로동,서울특별시 용산구 한강로동
경의선,회기,37.58946,127.057583,동대문구,휘경1동,서울특별시 동대문구 휘경1동
경의선,가좌,37.568491,126.915487,서대문구,남가좌1동,서울특별시 서대문구 남가좌1동
경춘선,광운대,37.623632,127.061835,노원구,월계1동,서울특별시 노원구 월계1동
경춘선,청량리,37.580178,127.046835,동대문구,전농1동,서울특별시 동대문구 전농1동
경춘선,회기,37.58946,127.057583,동대문구,휘경1동,서울특별시 동대문구 휘경1동
경춘선,상봉,37.596362,127.085032,중랑구,상봉1동,서울특별시 중랑구 상봉1동
경춘선,망우,37.59955,127.091909,중랑구,상봉1동,서울특별시 중랑구 상봉1동
경춘선,신내,37.612887,127.103218,중랑구,망우본동,서울특별시 중랑구 망우본동
경춘선,중랑,37.594917,127.076116,중랑구,중화2동,서울특별시 중랑구 중화2동
공항철도,김포공항,37.562434,126.801058,강서구,방화2동,서울특별시 강서구 방화2동
공항철도,마곡나루,37.567336,126.829497,강서구,가양1동,서울특별시 강서구 가양1동
공항철도,서울,37.554648,126.972559,중구,회현동,서울특별시 중구 회현동
공항철도,공덕,37.544018,126.951592,마포구,공덕동,서울특별시 마포구 공덕동
공항철도,홍대입구,37.557192,126.925381,마포구,서교동,서울특별시 마포구 서교동
공항철도,디지털미디어시티,37.576646,126.900984,마포구,상암동,서울특별시 마포구 상암동
김포도시철도,김포공항,37.562434,126.801058,강서구,방화2동,서울특별시 강서구 방화2동
분당선,선릉,37.504503,127.049008,강남구,대치4동,서울특별시 강남구 대치4동
분당선,한티,37.496237,127.052873,강남구,도곡2동,서울특별시 강남구 도곡2동
분당선,도곡,37.490858,127.055381,강남구,도곡2동,서울특별시 강남구 도곡2동
분당선,구룡,37.486839,127.058856,강남구,개포2동,서울특별시 강남구 개포2동
분당선,개포동,37.489116,127.06614,강남구,개포2동,서울특별시 강남구 개포2동
분당선,대모산입구,37.491373,127.07272,강남구,개포2동,서울특별시 강남구 개포2동
분당선,왕십리,37.561533,127.037732,성동구,행당1동,서울특별시 성동구 행당1동
분당선,수서,37.487371,127.10188,강남구,수서동,서울특별시 강남구 수서동
분당선,복정,37.470047,127.126662,송파구,문정2동,서울특별시 송파구 문정2동
분당선,서울숲,37.543617,127.044707,성동구,성수1가1동,서울특별시 성동구 성수1가1동
분당선,압구정로데오,37.527381,127.040534,강남구,압구정동,서울특별시 강남구 압구정동
분당선,강남구청,37.517186,127.04128,강남구,논현2동,서울특별시 강남구 논현2동
분당선,선정릉,37.51098,127.043593,강남구,논현2동,서울특별시 강남구 논현2동
분당선,청량리,37.580178,127.046835,동대문구,전농1동,서울특별시 동대문구 전농1동
신분당선,양재시민의숲,37.470023,127.03842,서초구,양재2동,서울특별시 서초구 양재2동
신분당선,강남,37.497175,127.027926,서초구,서초2동,서울특별시 서초구 서초2동
신분당선,양재,37.484147,127.034631,서초구,양재1동,서울특별시 서초구 양재1동
신분당선,청계산입구,37.447211,127.055664,서초구,양재2동,서울특별시 서초구 양재2동
우이신설경전철,북한산우이,37.663146,127.012789,강북구,우이동,서울특별시 강북구 우이동
우이신설경전철,솔밭공원,37.656088,127.013252,강북구,우이동,서울특별시 강북구 우이동
우이신설경전철,419민주묘지,37.649593,127.013746,강북구,우이동,서울특별시 강북구 우이동
우이신설경전철,가오리,37.641701,127.016792,강북구,수유2동,서울특별시 강북구 수유2동
우이신설경전철,삼양사거리,37.621512,127.02048,강북구,송천동,서울특별시 강북구 송천동
우이신설경전철,솔샘,37.62124,127.013528,강북구,삼양동,서울특별시 강북구 삼양동
우이신설경전철,북한산보국문,37.612343,127.008009,성북구,정릉4동,서울특별시 성북구 정릉4동
우이신설경전철,정릉,37.602798,127.01349,성북구,정릉1동,서울특별시 성북구 정릉1동
우이신설경전철,성신여대입구,37.592624,127.016403,성북구,삼선동,서울특별시 성북구 삼선동
우이신설경전철,보문,37.585286,127.019381,성북구,보문동,서울특별시 성북구 보문동
우이신설경전철,신설동,37.575297,127.025087,동대문구,용신동,서울특별시 동대문구 용신동
우이신설경전철,화계,37.634802,127.017519,강북구,인수동,서울특별시 강북구 인수동
우이신설경전철,삼양,37.627165,127.018152,강북구,삼양동,서울특별시 강북구 삼양동
