line,name,하차총승객수,gu_name,dong_name,full_name
07호선,고속터미널,1932792.0,서초구,반포4동,서울특별시 서초구 반포4동
07호선,내방,358014.70588235295,서초구,방배1동,서울특별시 서초구 방배1동
07호선,이수,391147.17647058825,동작구,사당2동,서울특별시 동작구 사당2동
07호선,사가정,416100.17647058825,중랑구,면목제3.8동,서울특별시 중랑구 면목제3.8동
07호선,용마산,118025.33333333333,중랑구,면목4동,서울특별시 중랑구 면목4동
07호선,중곡,244427.5294117647,광진구,중곡3동,서울특별시 광진구 중곡3동
07호선,어린이대공원,0.0,광진구,능동,서울특별시 광진구 능동
07호선,남성,265113.0588235294,동작구,사당4동,서울특별시 동작구 사당4동
07호선,숭실대입구,0.0,동작구,상도1동,서울특별시 동작구 상도1동
07호선,상도,262703.73529411765,동작구,상도1동,서울특별시 동작구 상도1동
07호선,장승배기,238622.70588235295,동작구,상도2동,서울특별시 동작구 상도2동
07호선,신대방삼거리,395361.73529411765,동작구,대방동,서울특별시 동작구 대방동
07호선,보라매,247057.4705882353,동작구,대방동,서울특별시 동작구 대방동
07호선,신풍,279612.4117647059,영등포구,신길6동,서울특별시 영등포구 신길6동
07호선,대림,0.0,영등포구,대림3동,서울특별시 영등포구 대림3동
07호선,남구로,413147.14705882355,구로구,구로3동,서울특별시 구로구 구로3동
07호선,가산디지털단지,1544755.3823529412,금천구,가산동,서울특별시 금천구 가산동
07호선,천왕,260166.88235294117,구로구,오류2동,서울특별시 구로구 오류2동
07호선,온수,0.0,구로구,수궁동,서울특별시 구로구 수궁동
07호선,중화,274292.17647058825,중랑구,중화2동,서울특별시 중랑구 중화2동
07호선,상봉,0.0,중랑구,상봉1동,서울특별시 중랑구 상봉1동
07호선,면목,390624.5,중랑구,면목본동,서울특별시 중랑구 면목본동
07호선,건대입구,1343460.0,광진구,화양동,서울특별시 광진구 화양동
07호선,뚝섬유원지,231609.76470588235,광진구,자양3동,서울특별시 광진구 자양3동
07호선,청담,527747.7941176471,강남구,삼성1동,서울특별시 강남구 삼성1동
07호선,도봉산,434984.26470588235,도봉구,도봉2동,서울특별시 도봉구 도봉2동
07호선,수락산,331108.4411764706,노원구,상계1동,서울특별시 노원구 상계1동
07호선,마들,300112.5882352941,노원구,상계8동,서울특별시 노원구 상계8동
07호선,노원,1093722.705882353,노원구,상계2동,서울특별시 노원구 상계2동
07호선,중계,328393.9117647059,노원구,중계2.3동,서울특별시 노원구 중계2.3동
07호선,하계,423740.5882352941,노원구,하계2동,서울특별시 노원구 하계2동
07호선,공릉,0.0,노원구,공릉1동,서울특별시 노원구 공릉1동
07호선,태릉입구,361671.76470588235,노원구,공릉1동,서울특별시 노원구 공릉1동
07호선,먹골,256230.0588235294,중랑구,묵2동,서울특별시 중랑구 묵2동
08호선,암사,423350.85294117645,강동구,암사2동,서울특별시 강동구 암사2동
08호선,천호,0.0,강동구,성내2동,서울특별시 강동구 성내2동
08호선,강동구청,266952.3823529412,강동구,성내1동,서울특별시 강동구 성내1동
08호선,몽촌토성,0.0,송파구,방이2동,서울특별시 송파구 방이2동
08호선,잠실,0.0,송파구,잠실6동,서울특별시 송파구 잠실6동
08호선,석촌,409915.0588235294,송파구,석촌동,서울특별시 송파구 석촌동
08호선,송파,203699.76470588235,송파구,가락1동,서울특별시 송파구 가락1동
08호선,가락시장,440993.70588235295,송파구,가락1동,서울특별시 송파구 가락1동
08호선,문정,527650.3529411765,송파구,문정2동,서울특별시 송파구 문정2동
08호선,장지,421896.29411764705,송파구,문정2동,서울특별시 송파구 문정2동
08호선,복정,224067.79411764705,송파구,문정2동,서울특별시 송파구 문정2동
09호선,석촌고분,146715.23529411765,송파구,삼전동,서울특별시 송파구 삼전동
09호선,석촌,409915.0588235294,송파구,석촌동,서울특별시 송파구 석촌동
09호선,송파나루,130465.4705882353,송파구,방이2동,서울특별시 송파구 방이2동
09호선,한성백제,57755.705882352944,송파구,방이2동,서울특별시 송파구 방이2동
09호선,올림픽공원,0.0,송파구,오륜동,서울특별시 송파구 오륜동
09호선,둔촌오륜,25002.470588235294,강동구,둔촌1동,서울특별시 강동구 둔촌1동
09호선,선정릉,447676.0882352941,강남구,논현2동,서울특별시 강남구 논현2동
09호선,삼성중앙,167242.9705882353,강남구,삼성2동,서울특별시 강남구 삼성2동
09호선,봉은사,415272.79411764705,강남구,삼성1동,서울특별시 강남구 삼성1동
09호선,종합운동장,354646.67647058825,송파구,잠실7동,서울특별시 송파구 잠실7동
09호선,삼전,163702.91176470587,송파구,잠실본동,서울특별시 송파구 잠실본동
09호선,중앙보훈병원,217422.5,강동구,둔촌2동,서울특별시 강동구 둔촌2동
